Python,Java,C++,SQL,Machine_Learning,Deep_Learning,NLP,Computer_Vision,AWS,Azure,Docker,Kubernetes,Git,Linux,Flask,Django,Pandas,NumPy,Scikit_Learn,TensorFlow,PyTorch,PowerBI,Tableau,Excel,MongoDB,MySQL,Internship_Months,Projects,Research_Papers,Open_Source,GitHub_Score,LeetCode_Rating,CGPA,AWS_Cert,Google_Cert,Microsoft_Cert,IBM_Cert,Cisco_Cert,Communication,Leadership,Teamwork,Problem_Solving,Career
1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,5,7,2,4,77,1459,9.33,0,1,1,1,1,6,6,10,6,Data Scientist
1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,2,4,0,8,100,1185,8.49,1,0,0,0,0,8,7,10,6,Data Scientist
1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,6,8,2,0,71,1779,8.18,1,0,0,0,0,8,7,9,6,Data Scientist
1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,4,3,1,7,82,1275,8.06,0,0,0,0,0,8,10,9,7,Data Scientist
1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,4,5,1,4,43,1529,8.96,0,0,0,0,1,8,10,9,8,Data Scientist
1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,6,4,0,8,73,1467,8.58,0,1,0,1,0,8,5,6,6,Data Scientist
1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,5,7,0,1,45,1465,7.09,1,1,0,0,1,9,10,6,10,Data Scientist
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,8,5,2,8,50,1144,7.26,0,0,0,0,0,6,8,7,9,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,5,2,8,40,2024,8.15,0,0,0,1,0,8,6,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,8,4,0,6,97,1510,9.34,0,1,0,1,0,10,7,7,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7,7,1,3,82,2158,9.44,1,0,1,1,0,8,8,9,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,10,3,2,54,1685,7.25,1,1,0,0,0,8,8,9,9,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,10,9,1,6,43,1231,8.66,1,0,0,0,0,9,6,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,3,10,2,8,98,1971,9.78,0,1,1,1,0,7,7,6,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,5,2,2,94,1270,8.44,0,0,1,0,1,7,6,7,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,5,3,9,90,2025,7.24,0,0,1,0,0,6,5,9,10,ML Engineer
0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,9,5,0,8,54,2052,7.28,0,0,1,1,1,10,9,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6,8,3,4,79,2183,8.72,1,0,0,0,1,6,8,9,8,ML Engineer
1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,3,5,1,5,44,983,7.6,0,0,1,0,1,10,10,7,8,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,7,10,2,1,50,2087,7.35,0,0,0,0,0,10,6,6,6,ML Engineer
1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7,7,2,2,82,1941,8.84,0,0,0,1,1,10,8,6,9,ML Engineer
1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,10,9,1,4,69,2139,9.73,0,0,0,1,1,10,6,8,8,ML Engineer
1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,8,2,10,72,1635,9.11,0,0,0,0,1,9,10,9,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,7,7,1,8,66,1286,8.73,1,1,1,0,1,7,6,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,6,5,2,3,74,2168,7.66,1,0,1,0,1,6,10,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,4,5,1,6,47,925,8.87,0,1,0,0,1,7,10,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,4,10,3,9,79,2056,7.69,1,1,0,1,1,8,7,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,3,8,2,3,72,1590,8.83,1,0,1,1,0,7,7,10,10,ML Engineer
0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,10,5,3,3,65,2033,9.6,0,0,0,1,0,10,7,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,10,9,3,10,53,945,9.33,0,0,0,0,1,7,8,9,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,10,0,10,80,1519,8.68,1,1,0,1,0,9,10,6,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,6,10,1,7,45,1837,9.12,0,0,0,1,1,9,9,8,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,5,6,1,8,98,1949,9.13,1,0,0,0,0,6,8,10,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,10,4,1,6,80,1511,7.31,0,1,0,0,0,6,8,7,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,10,0,2,91,1867,8.26,1,0,0,0,1,6,8,6,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,5,5,3,5,55,918,7.67,0,0,0,0,0,7,9,9,9,ML Engineer
0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,10,7,1,8,63,1466,9.64,0,1,1,1,0,9,8,9,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,8,7,1,9,98,2135,9.26,0,1,1,0,0,9,9,10,9,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,10,7,1,9,86,1037,9.69,1,0,1,1,1,10,5,7,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,10,7,3,9,100,1109,8.82,1,0,0,0,0,10,5,8,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,6,7,2,6,46,926,7.33,0,1,1,0,0,6,6,9,6,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,5,10,1,5,44,910,9.0,0,1,0,0,0,6,10,10,8,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,9,4,3,7,40,1003,7.94,0,0,0,0,1,8,5,10,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,5,8,2,1,97,1682,7.93,0,0,0,0,1,9,6,7,6,ML Engineer
1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,4,5,1,6,64,1105,7.45,0,0,0,1,0,7,6,6,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,4,10,2,3,76,1457,8.3,0,0,0,1,0,7,7,10,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,7,10,0,9,74,2103,7.51,0,0,0,0,1,7,10,6,7,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,5,4,2,4,87,2040,9.7,1,1,1,0,1,6,10,10,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,7,7,1,6,97,1731,7.24,1,0,1,0,1,8,6,6,6,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,6,3,1,76,1063,9.17,0,0,0,0,0,8,10,9,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8,7,3,3,53,1288,9.41,1,0,0,1,0,7,9,9,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,3,4,3,9,52,1366,9.18,1,1,1,0,0,6,9,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,5,5,3,7,69,1856,7.77,0,0,0,0,1,9,8,8,9,ML Engineer
0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,9,5,2,9,99,904,9.39,0,1,0,1,0,10,10,8,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,8,4,2,9,84,1325,7.57,0,0,1,1,0,10,7,9,6,ML Engineer
1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5,10,1,5,65,1844,9.14,0,1,0,0,1,7,6,9,10,ML Engineer
1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,9,5,1,0,94,2171,9.43,0,1,0,1,0,10,6,9,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,5,6,0,5,44,1749,8.19,1,1,1,1,1,6,9,10,10,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,8,9,0,8,79,1995,7.78,0,0,1,1,1,10,5,10,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,10,9,1,9,56,938,9.51,0,0,0,1,0,6,6,10,8,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,9,9,2,10,73,1225,7.72,0,0,1,0,0,10,8,10,8,ML Engineer
1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,10,0,7,74,1925,7.59,0,0,0,0,0,9,9,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,7,10,3,7,77,1561,9.03,1,0,0,1,1,10,5,10,10,ML Engineer
1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,2,47,2193,9.24,0,0,1,1,0,10,5,7,10,ML Engineer
1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,9,9,2,9,97,1830,9.6,1,1,0,1,0,9,9,7,7,ML Engineer
1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,7,6,1,1,44,1537,7.37,0,0,0,0,0,7,10,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,6,10,3,6,59,944,7.37,1,1,1,1,0,7,5,8,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,8,9,2,8,55,2094,8.33,0,0,0,1,0,9,10,8,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,7,9,3,6,84,1019,9.03,1,0,0,0,1,7,9,7,10,ML Engineer
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,9,5,2,2,91,965,7.55,0,1,0,0,1,10,9,6,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,9,10,0,1,75,1685,7.84,0,0,1,0,0,9,9,8,8,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,10,5,1,8,98,1997,7.79,1,0,1,1,1,8,7,9,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,10,5,0,4,53,2092,7.42,1,1,1,0,0,6,5,9,10,ML Engineer
1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,9,10,2,10,84,1586,9.57,1,1,0,1,0,6,7,7,6,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,3,10,0,1,88,1325,7.87,1,1,1,1,1,7,9,9,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,6,6,2,2,79,1866,9.36,0,0,1,0,0,9,7,8,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,5,2,3,49,1493,7.73,0,0,0,0,1,6,7,9,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,4,7,0,5,95,1359,8.95,0,1,0,0,1,9,5,6,7,ML Engineer
0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,6,2,2,87,2084,9.78,0,0,0,1,0,7,9,6,9,ML Engineer
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,9,4,1,5,90,2069,7.27,0,0,0,1,0,6,6,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,4,10,0,0,94,1538,8.91,0,0,1,0,0,9,8,6,9,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,4,0,5,90,1884,7.46,0,1,0,1,1,6,9,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,4,4,3,4,79,1127,8.91,0,0,0,1,0,6,7,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,7,8,2,6,64,2138,7.93,0,0,1,1,0,10,10,8,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,9,8,3,2,56,982,9.25,0,0,1,1,0,9,8,10,10,ML Engineer
1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,3,6,0,0,86,2035,7.9,0,1,0,0,0,7,7,6,8,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8,5,2,1,79,1581,9.47,1,0,0,1,0,8,8,10,9,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,6,10,3,9,76,928,8.03,1,1,1,0,0,10,7,6,10,ML Engineer
1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,9,9,0,4,77,2030,7.35,0,0,0,1,0,10,9,7,10,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,8,7,2,9,99,958,8.2,0,0,0,1,1,9,5,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,7,4,3,7,74,1262,9.55,0,1,1,0,0,9,5,9,7,ML Engineer
1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,8,7,0,6,49,1277,9.39,0,0,1,0,0,8,7,10,8,ML Engineer
0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,8,5,0,1,82,1824,9.73,0,0,0,1,1,9,10,9,6,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,5,4,1,6,92,1958,9.07,0,0,1,0,1,7,9,8,7,ML Engineer
0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,10,7,2,9,44,1598,9.53,0,1,1,0,0,6,8,8,7,ML Engineer
1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7,10,2,5,93,1146,7.26,0,1,1,0,1,10,8,8,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,6,6,3,7,75,912,7.95,1,0,0,0,1,6,9,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,9,5,0,1,44,1183,9.5,0,1,0,1,0,10,7,10,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,5,4,2,6,57,2063,9.06,1,0,1,0,0,6,9,7,8,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,8,4,1,5,52,1969,8.85,1,0,1,1,1,10,5,7,6,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,4,0,9,76,1862,9.35,0,0,0,0,0,7,8,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,8,0,1,83,1576,8.6,1,0,0,0,1,7,5,7,10,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,9,3,3,75,1241,9.67,0,0,0,0,1,10,7,7,8,ML Engineer
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,4,3,1,64,1647,9.05,0,0,0,0,1,10,9,9,10,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,6,7,0,1,61,1909,9.25,0,1,0,1,0,6,5,9,7,ML Engineer
1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,9,3,4,83,1391,9.31,1,1,0,0,0,9,8,8,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,10,4,3,10,52,1016,9.49,0,1,1,0,0,7,8,10,7,ML Engineer
1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,6,4,2,3,80,1808,8.28,1,0,0,0,0,10,5,7,7,ML Engineer
1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,10,8,2,2,46,2042,8.72,1,1,0,0,0,9,10,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,9,7,3,8,93,1954,7.23,0,1,0,1,0,8,6,7,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,7,4,3,1,97,1693,8.06,0,1,1,0,0,8,8,8,6,ML Engineer
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,5,6,0,1,81,1938,8.22,0,0,1,0,1,10,7,7,7,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,7,0,10,88,1467,7.99,0,0,0,0,0,9,7,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,10,3,7,53,1789,9.74,0,0,1,1,0,9,8,8,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,9,7,1,0,43,1837,7.71,1,0,0,1,1,9,8,7,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,10,8,2,10,83,1376,9.34,0,0,0,1,1,6,5,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,4,8,1,5,46,1060,8.44,0,1,0,1,0,9,10,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,6,76,1379,7.42,0,1,0,1,0,8,5,9,9,ML Engineer
1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,5,2,9,92,1396,8.24,0,0,1,1,0,6,6,8,7,ML Engineer
1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,6,0,6,49,2097,7.5,0,0,1,0,0,6,8,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,6,1,0,56,1461,8.03,1,0,1,0,0,10,6,10,9,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,4,1,8,82,1170,8.36,1,0,1,1,1,6,5,10,8,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,10,9,2,10,71,1777,8.45,1,1,1,1,0,6,8,6,9,ML Engineer
1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,7,3,7,45,1383,8.34,0,0,0,0,0,7,8,7,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,9,5,3,6,53,1347,7.2,0,1,0,0,1,8,6,6,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,6,9,0,5,76,1270,9.14,1,0,0,0,0,7,8,6,9,ML Engineer
1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,7,10,3,4,77,2158,8.37,0,1,0,1,0,6,7,10,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,4,3,9,59,2146,8.27,0,0,1,0,0,10,10,10,10,ML Engineer
1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,7,9,0,3,70,1234,8.76,0,0,0,0,1,9,6,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,10,1,3,65,976,7.52,0,1,0,0,1,7,10,10,8,ML Engineer
1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,10,7,1,5,81,1090,8.29,0,1,1,0,0,9,8,6,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,7,6,2,2,58,2032,9.47,1,0,0,1,1,8,5,10,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,5,7,0,10,97,1044,7.27,1,0,0,1,0,7,5,7,7,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,5,8,1,4,66,1291,7.72,1,0,0,0,1,9,7,6,10,ML Engineer
1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,7,7,0,3,76,1774,9.3,0,0,1,1,0,9,8,8,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,3,10,3,9,43,1074,9.4,0,0,1,0,1,10,7,9,6,ML Engineer
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,8,10,0,10,61,1737,8.26,0,0,1,1,1,8,6,10,9,ML Engineer
1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,9,10,0,10,64,1301,8.04,0,1,0,1,1,7,8,10,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,9,9,1,3,46,2000,7.39,0,1,0,0,1,6,8,7,6,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,5,2,3,68,1841,9.25,0,0,0,0,0,9,8,10,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,7,9,2,5,55,1975,9.76,0,0,0,1,0,7,10,7,9,ML Engineer
1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,8,8,1,7,90,1466,8.24,1,0,0,0,1,9,9,9,6,ML Engineer
1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,3,6,2,7,83,1395,8.82,0,0,1,1,1,6,9,9,9,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,9,7,2,7,70,1519,7.45,1,1,0,0,1,7,7,10,8,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,8,10,0,6,69,1606,9.17,1,0,0,1,1,10,9,6,10,ML Engineer
1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,6,6,0,1,58,1722,7.43,1,1,0,0,0,6,7,7,6,ML Engineer
